Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Altona,4/31 Millers Rd,2,u,391000,SP,Greg,11.02.2017,13.Ağu,3018,2,1,1,0,65,1965,Hobsons Bay,-378.678,1.448.384,Western Metropolitan,5301
Altona,111/112 Pier St,2,u,440000,SP,hockingstuart,11.02.2017,13.Ağu,3018,2,1,1,0,,,Hobsons Bay,-378.659,144.831,Western Metropolitan,5301
Altona,24 Wren St,4,h,845000,S,hockingstuart,11.02.2017,13.Ağu,3018,4,1,2,745,130,1950,Hobsons Bay,-378.658,1.448.155,Western Metropolitan,5301
Altona,1/152 Blyth St,3,t,743000,SP,Gunn&Co,12.11.2016,13.Ağu,3018,3,2,2,211,176,,Hobsons Bay,-378.698,144.816,Western Metropolitan,5301
Altona,4/57 Blyth St,3,u,730000,SP,Barlow,13.08.2016,13.Ağu,3018,3,2,1,69,141,2014,Hobsons Bay,-37.868,1.448.286,Western Metropolitan,5301
Altona,164 Maidstone St,3,h,635000,S,Sweeney,14.05.2016,13.Ağu,3018,3,1,4,625,,1960,Hobsons Bay,-378.611,1.448.114,Western Metropolitan,5301
Altona,3/25 Rayner St,2,u,620000,SP,hockingstuart,14.05.2016,13.Ağu,3018,2,1,1,168,,,Hobsons Bay,-378.676,1.448.202,Western Metropolitan,5301
Altona,3/46 Sargood St,2,u,447000,S,Burnham,15.10.2016,13.Ağu,3018,2,1,1,137,77,1990,Hobsons Bay,-378.655,1.448.299,Western Metropolitan,5301
Altona,1/57 Blyth St,3,u,730000,SP,Barlow,16.04.2016,13.Ağu,3018,3,2,1,70,,,Hobsons Bay,-37.868,1.448.287,Western Metropolitan,5301
Altona,22 Fenfield St,3,h,678000,S,hockingstuart,16.04.2016,13.Ağu,3018,3,1,2,606,87,1950,Hobsons Bay,-378.608,1.448.124,Western Metropolitan,5301
Altona,5/8 David St,2,u,580000,PI,Biggin,16.07.2016,13.Ağu,3018,2,2,1,175,76,2013,Hobsons Bay,-378.687,1.448.268,Western Metropolitan,5301
Altona,1/28 Seves St,3,h,712000,S,hockingstuart,17.09.2016,13.Ağu,3018,3,1,2,363,,,Hobsons Bay,-378.674,1.448.375,Western Metropolitan,5301
Altona,27 McIntyre Dr,3,h,840000,SP,Greg,18.03.2017,13.Ağu,3018,3,2,2,534,136,1965,Hobsons Bay,-37.86,1.448.245,Western Metropolitan,5301
Altona,4 Boyd St,3,h,980000,S,Barlow,19.11.2016,13.Ağu,3018,3,1,2,724,,,Hobsons Bay,-378.672,144.817,Western Metropolitan,5301
Altona,12 Spear Ct,3,t,605100,S,hockingstuart,22.05.2016,13.Ağu,3018,3,2,0,265,,,Hobsons Bay,-378.583,1.448.172,Western Metropolitan,5301
Altona,185 Queen St,3,h,880000,PI,Barlow,22.08.2016,13.Ağu,3018,3,3,1,577,,,Hobsons Bay,-378.699,1.448.235,Western Metropolitan,5301
Altona,3/20 Mulga St,3,u,577000,S,Williams,23.04.2016,13.Ağu,3018,3,2,1,205,113,2007,Hobsons Bay,-378.684,144.815,Western Metropolitan,5301
Altona,51 Millers Rd,4,h,1030000,S,Barlow,25.02.2017,13.Ağu,3018,4,1,0,797,,,Hobsons Bay,-378.663,1.448.387,Western Metropolitan,5301
Altona,2/119 Railway St N,3,u,605000,S,Barlow,25.02.2017,13.Ağu,3018,3,1,2,181,,,Hobsons Bay,-378.659,144.822,Western Metropolitan,5301
Altona,24 McIntyre Dr,3,h,753000,S,Barlow,27.06.2016,13.Ağu,3018,3,2,2,529,,,Hobsons Bay,-378.612,1.448.247,Western Metropolitan,5301
Altona,104 Maidstone St,2,h,857000,SP,hockingstuart,27.11.2016,13.Ağu,3018,2,2,1,675,100,1950,Hobsons Bay,-378.653,1.448.129,Western Metropolitan,5301
Altona,49 Bent St,3,h,1500000,S,Barlow,28.05.2016,13.Ağu,3018,3,1,1,929,,,Hobsons Bay,-378.651,144.832,Western Metropolitan,5301
Altona,5/57 Blyth St,3,u,730000,SP,Barlow,28.05.2016,13.Ağu,3018,3,2,1,70,3,2014,Hobsons Bay,-37.868,1.448.285,Western Metropolitan,5301
Altona,15 Kookaburra St,3,h,900000,S,Sweeney,28.05.2016,13.Ağu,3018,3,1,4,697,,,Hobsons Bay,-37.871,1.448.075,Western Metropolitan,5301
Altona,219 Civic Pde,3,h,740000,S,Greg,28.08.2016,13.Ağu,3018,3,1,2,604,,,Hobsons Bay,-378.631,1.448.195,Western Metropolitan,5301
Altona,3 Curtin Ct,4,h,931000,S,Sweeney,28.08.2016,13.Ağu,3018,4,2,3,532,,1970,Hobsons Bay,-378.637,1.448.365,Western Metropolitan,5301
Altona,2/60 David St,2,h,535600,SP,Compton,30.07.2016,13.Ağu,3018,2,1,1,154,91,1996,Hobsons Bay,-378.646,1.448.272,Western Metropolitan,5301
Altona North,45 Hearn St,5,h,1085000,S,FN,3.09.2016,11.Oca,3025,5,3,6,592,251,1965,Hobsons Bay,-378.388,1.448.567,Western Metropolitan,5132
Altona North,4 Knapp St,3,h,781000,S,Jas,3.09.2016,11.Oca,3025,3,1,2,533,117,1970,Hobsons Bay,-378.291,144.835,Western Metropolitan,5132
Altona North,21 Hatherley Gr,3,h,750000,SP,Jas,4.03.2017,11.Oca,3025,3,1,3,554,,,Hobsons Bay,-378.449,144.85,Western Metropolitan,5132
Altona North,3/66 Marion St,2,t,421000,S,hockingstuart,4.03.2017,11.Oca,3025,2,1,1,77,77,2009,Hobsons Bay,-378.351,1.448.529,Western Metropolitan,5132
Altona North,153 Mills St,3,h,1405000,S,Sweeney,4.03.2017,11.Oca,3025,3,1,3,655,,,Hobsons Bay,-378.338,1.448.562,Western Metropolitan,5132
Altona North,33 Carthy St,3,h,683000,S,FN,4.06.2016,11.Oca,3025,3,1,2,534,167,1967,Hobsons Bay,-378.284,1.448.355,Western Metropolitan,5132
Altona North,16 Harris St,3,h,623000,S,Sweeney,4.06.2016,11.Oca,3025,3,1,3,540,,,Hobsons Bay,-378.267,1.448.368,Western Metropolitan,5132
Altona North,1/5 Little St,3,h,720000,VB,Greg,6.08.2016,11.Oca,3025,3,2,1,0,130,2012,Hobsons Bay,-378.379,1.448.583,Western Metropolitan,5132
Altona North,1/95 Mills St,3,h,588000,S,Williams,7.05.2016,11.Oca,3025,3,1,1,328,118,1970,Hobsons Bay,-37.838,1.448.555,Western Metropolitan,5132
Altona North,5 Binns St,3,h,710000,PI,Village,7.11.2016,11.Oca,3025,3,1,3,540,116,1960,Hobsons Bay,-378.294,1.448.378,Western Metropolitan,5132
Altona North,25 Allan St,4,h,875000,SP,Jas,8.10.2016,11.Oca,3025,3,1,4,559,169,1965,Hobsons Bay,-378.448,1.448.529,Western Metropolitan,5132
Altona North,21 Hatherley Gr,3,h,700000,VB,Jas,10.12.2016,11.Oca,3025,3,1,3,554,,,Hobsons Bay,-378.449,144.85,Western Metropolitan,5132
Altona North,1/256 Mason St,2,t,640000,S,Williams,11.03.2017,11.Oca,3025,2,1,1,252,,1965,Hobsons Bay,-378.397,1.448.602,Western Metropolitan,5132
Altona North,21 Allan St,4,h,650000,SP,Williams,12.06.2016,11.Oca,3025,4,1,4,558,,,Hobsons Bay,-378.451,1.448.529,Western Metropolitan,5132
Altona North,2/36 May St,3,h,675000,S,hockingstuart,14.05.2016,11.Oca,3025,3,2,2,171,109,2012,Hobsons Bay,-378.337,1.448.554,Western Metropolitan,5132
Altona North,11 Beevers St,3,h,708000,S,Greg,15.10.2016,11.Oca,3025,3,1,2,585,97,1960,Hobsons Bay,-378.258,1.448.523,Western Metropolitan,5132
Altona North,10 Murphy St,4,h,965000,SP,Gunn&Co,15.10.2016,11.Oca,3025,4,1,4,851,,,Hobsons Bay,-378.345,1.448.444,Western Metropolitan,5132
Altona North,16 Beevers St,3,h,680000,S,Sweeney,19.11.2016,11.Oca,3025,3,1,3,551,,,Hobsons Bay,-378.254,1.448.514,Western Metropolitan,5132
Altona North,21 Neal Ct,3,h,770000,SP,hockingstuart,19.11.2016,11.Oca,3025,3,1,3,602,603,,Hobsons Bay,-378.327,1.448.451,Western Metropolitan,5132
Altona North,31 Duosa Rd,3,h,923000,S,Greg,22.05.2016,11.Oca,3025,3,1,2,740,,,Hobsons Bay,-378.269,1.448.455,Western Metropolitan,5132
Altona North,252 Millers Rd,4,h,693000,SP,Raine&Horne,22.05.2016,11.Oca,3025,4,2,4,315,170,2008,Hobsons Bay,-378.391,1.448.467,Western Metropolitan,5132
Altona North,1/156 Chambers Rd,3,h,620000,SP,Hunter,22.08.2016,11.Oca,3025,5,2,2,276,100,2010,Hobsons Bay,-378.262,1.448.443,Western Metropolitan,5132
Altona North,2 Gadsden St,3,h,728500,S,Jas,22.08.2016,11.Oca,3025,3,1,1,531,157,1960,Hobsons Bay,-378.277,1.448.385,Western Metropolitan,5132
Altona North,24 Hansen St,3,h,931000,S,hockingstuart,22.08.2016,11.Oca,3025,3,2,1,590,160,1950,Hobsons Bay,-378.382,1.448.649,Western Metropolitan,5132
Altona North,4 Prismall St,3,h,988000,S,Sweeney,22.08.2016,11.Oca,3025,3,1,4,715,,2008,Hobsons Bay,-378.423,1.448.632,Western Metropolitan,5132
Altona North,122 McIntosh Rd,3,h,590000,S,Village,23.04.2016,11.Oca,3025,3,1,2,561,,,Hobsons Bay,-378.444,1.448.491,Western Metropolitan,5132
Altona North,35 May St,2,h,610000,S,RT,24.09.2016,11.Oca,3025,2,1,2,691,,,Hobsons Bay,-37.834,1.448.553,Western Metropolitan,5132
Altona North,6 Hill St,3,h,815000,S,hockingstuart,25.02.2017,11.Oca,3025,3,2,3,555,130,1960,Hobsons Bay,-378.318,1.448.388,Western Metropolitan,5132
Altona North,84 May St,4,h,970000,S,Greg,25.02.2017,11.Oca,3025,4,1,2,708,,,Hobsons Bay,-37.833,1.448.494,Western Metropolitan,5132
Altona North,155 Chambers Rd,4,h,760000,S,Hunter,27.06.2016,11.Oca,3025,4,1,3,668,,,Hobsons Bay,-378.262,1.448.439,Western Metropolitan,5132
Altona North,268d Mason St,4,t,847500,S,RT,27.06.2016,11.Oca,3025,4,3,1,252,,,Hobsons Bay,-378.393,1.448.568,Western Metropolitan,5132
Altona North,5 Cresser St,4,h,1200000,SP,RT,27.11.2016,11.Oca,3025,4,1,4,633,158,1960,Hobsons Bay,-378.375,1.448.541,Western Metropolitan,5132
Altona North,107 McIntosh Rd,3,h,700000,SP,Hunter,27.11.2016,11.Oca,3025,3,1,1,557,,,Hobsons Bay,-378.441,1.448.505,Western Metropolitan,5132
Altona North,10 Knapp St,3,h,625000,PI,Hunter,28.05.2016,11.Oca,3025,3,1,1,536,,,Hobsons Bay,-378.285,1.448.351,Western Metropolitan,5132
Altona North,4/221 Blackshaws Rd,2,u,292000,S,Jas,28.08.2016,11.Oca,3025,2,1,1,153,70,1970,Hobsons Bay,-378.332,1.448.649,Western Metropolitan,5132
Armadale,8/19 Mercer Rd,2,u,599000,S,Jellis,3.09.2016,6.Mar,3143,2,1,1,0,76,1964,Stonnington,-378.543,1.450.262,Southern Metropolitan,4836
Armadale,1/42 Adelaide St,2,u,550000,VB,Noel,3.12.2016,6.Mar,3143,2,1,0,861,,,Stonnington,-378.539,1.450.284,Southern Metropolitan,4836
Armadale,14/71 Denbigh Rd,3,u,995000,S,Marshall,3.12.2016,6.Mar,3143,3,2,2,0,100,1998,Stonnington,-378.552,145.016,Southern Metropolitan,4836
Armadale,4/769 High St,3,t,1205000,S,Jellis,3.12.2016,6.Mar,3143,3,2,2,101,105,2000,Stonnington,-37.854,1.450.135,Southern Metropolitan,4836
Armadale,7 Llaneast St,3,h,1939000,S,Jellis,3.12.2016,6.Mar,3143,3,2,2,296,150,1889,Stonnington,-378.614,1.450.274,Southern Metropolitan,4836
Armadale,9/55 Northcote Rd,1,u,421500,S,Biggin,3.12.2016,6.Mar,3143,1,1,0,0,,,Stonnington,-37.853,1.450.167,Southern Metropolitan,4836
Armadale,28 Cambridge St,3,h,1870000,S,Hodges,4.03.2017,6.Mar,3143,3,1,1,217,116,1888,Stonnington,-378.592,1.450.182,Southern Metropolitan,4836
Armadale,3/16 Fulton St,2,u,678000,S,hockingstuart,4.03.2017,6.Mar,3143,2,1,2,0,,,Stonnington,-378.538,1.450.127,Southern Metropolitan,4836
Armadale,3/20 Mercer Rd,3,t,1918000,SP,Jellis,4.03.2017,6.Mar,3143,3,2,2,0,165,1995,Stonnington,-378.537,1.450.267,Southern Metropolitan,4836
Armadale,1/77 Wattletree Rd,2,u,660000,SP,hockingstuart,4.03.2017,6.Mar,3143,2,1,1,0,,,Stonnington,-378.619,1.450.257,Southern Metropolitan,4836
Armadale,12 Willis St,3,h,2050000,S,Marshall,4.03.2017,6.Mar,3143,3,2,1,205,116,1910,Stonnington,-378.574,1.450.281,Southern Metropolitan,4836
Armadale,8/71 Denbigh Rd,2,u,700000,VB,Jellis,4.06.2016,6.Mar,3143,2,1,2,0,,,Stonnington,-378.552,145.016,Southern Metropolitan,4836
Armadale,11/17 Myamyn St,2,u,3625000,S,Jellis,4.06.2016,6.Mar,3143,3,2,2,0,,2006,Stonnington,-378.555,1.450.291,Southern Metropolitan,4836
Armadale,526 Orrong Rd,4,h,3000000,VB,Jellis,4.06.2016,6.Mar,3143,4,2,2,1581,,1934,Stonnington,-37.858,1.450.111,Southern Metropolitan,4836
Armadale,553 Dandenong Rd,5,h,1525000,PI,Jellis,7.05.2016,6.Mar,3143,8,2,2,693,,,Stonnington,-378.638,1.450.229,Southern Metropolitan,4836
Armadale,9/19 Mercer Rd,3,u,735000,PI,Marshall,7.05.2016,6.Mar,3143,3,2,1,2113,14,1970,Stonnington,-378.543,1.450.262,Southern Metropolitan,4836
Armadale,6/26 Mercer Rd,2,u,825000,S,Jellis,7.05.2016,6.Mar,3143,2,1,1,0,,,Stonnington,-378.528,1.450.268,Southern Metropolitan,4836
Armadale,538a Orrong Rd,3,t,1586000,S,RT,7.05.2016,6.Mar,3143,2,2,2,246,,,Stonnington,-378.566,1.450.116,Southern Metropolitan,4836
Armadale,18/41 Kooyong Rd,2,u,645000,S,Marshall,8.10.2016,6.Mar,3143,3,1,1,0,,1960,Stonnington,-378.596,1.450.198,Southern Metropolitan,4836
Armadale,10 William St,1,h,1435000,SP,Jellis,8.10.2016,6.Mar,3143,2,2,1,144,107,1900,Stonnington,-378.564,1.450.228,Southern Metropolitan,4836
Armadale,15/405 Dandenong Rd,1,u,280000,PI,hockingstuart,10.09.2016,6.Mar,3143,1,1,1,0,38,1975,Stonnington,-378.619,1.450.185,Southern Metropolitan,4836
Armadale,1/2 Armadale St,1,u,400000,PI,hockingstuart,10.12.2016,6.Mar,3143,1,1,1,0,,,Stonnington,-378.605,1.450.185,Southern Metropolitan,4836
Armadale,4/20 Mercer Rd,2,h,1780000,S,Marshall,10.12.2016,6.Mar,3143,2,2,2,0,,,Stonnington,-378.537,1.450.267,Southern Metropolitan,4836
Armadale,8/58 Sutherland Rd,2,u,592500,S,hockingstuart,10.12.2016,6.Mar,3143,2,1,1,0,73,1970,Stonnington,-378.574,1.450.174,Southern Metropolitan,4836
Armadale,40 New St,2,h,1210000,S,Marshall,12.11.2016,6.Mar,3143,2,1,0,249,96,1910,Stonnington,-378.543,145.016,Southern Metropolitan,4836
Armadale,35 Northcote Rd,4,h,2801000,S,Marshall,12.11.2016,6.Mar,3143,4,2,2,624,222,1900,Stonnington,-378.536,1.450.173,Southern Metropolitan,4836
Armadale,7/53 Wattletree Rd,1,u,390000,S,Jellis,14.05.2016,6.Mar,3143,1,1,0,881,,,Stonnington,-378.614,1.450.222,Southern Metropolitan,4836
Armadale,791 High St,3,h,1800000,PI,RT,15.10.2016,6.Mar,3143,3,2,2,405,121,1910,Stonnington,-378.545,1.450.145,Southern Metropolitan,4836
Armadale,25 Llaneast St,4,h,2200000,PI,Jellis,15.10.2016,6.Mar,3143,4,1,2,495,163,1900,Stonnington,-378.613,1.450.264,Southern Metropolitan,4836
Armadale,8/569 Orrong Rd,1,u,324000,S,Jellis,16.04.2016,6.Mar,3143,1,1,1,0,,,Stonnington,-378.537,1.450.114,Southern Metropolitan,4836
Armadale,367 Dandenong Rd,6,h,5525000,S,Marshall,17.09.2016,6.Mar,3143,5,3,4,1491,516,1935,Stonnington,-378.602,145.013,Southern Metropolitan,4836
Armadale,34a Rose St,2,h,1125000,S,RT,17.09.2016,6.Mar,3143,3,1,2,169,,,Stonnington,-37.851,1.450.161,Southern Metropolitan,4836
Armadale,42 Rose St,3,h,2250000,S,Marshall,17.09.2016,6.Mar,3143,3,3,1,301,,,Stonnington,-378.511,1.450.167,Southern Metropolitan,4836
Armadale,12 Auburn Gr,3,h,2360000,S,hockingstuart,18.03.2017,6.Mar,3143,3,2,0,336,,,Stonnington,-378.558,145.015,Southern Metropolitan,4836
Armadale,31 Hume St,2,h,1900000,VB,Jellis,18.03.2017,6.Mar,3143,2,2,0,207,,,Stonnington,-378.571,1.450.224,Southern Metropolitan,4836
Armadale,10/581 Orrong Rd,1,u,440000,SP,Jellis,18.03.2017,6.Mar,3143,1,1,1,0,53,1970,Stonnington,-378.531,1.450.115,Southern Metropolitan,4836
Armadale,7/579 Dandenong Rd,2,u,490000,PI,Ray,18.06.2016,6.Mar,3143,2,1,1,0,,1966,Stonnington,-378.646,1.450.247,Southern Metropolitan,4836
Armadale,19 Glassford St,3,h,2365000,S,Marshall,18.06.2016,6.Mar,3143,3,2,1,316,,,Stonnington,-378.521,145.019,Southern Metropolitan,4836
Armadale,14 New St,3,h,1300000,VB,Jellis,18.06.2016,6.Mar,3143,2,1,2,212,106,1900,Stonnington,-378.542,1.450.149,Southern Metropolitan,4836
Armadale,7/501 Orrong Rd,3,u,732000,S,Gary,18.06.2016,6.Mar,3143,3,2,2,0,,,Stonnington,-378.597,1.450.104,Southern Metropolitan,4836
Armadale,6/51 Armadale St,2,u,704000,SP,Greg,19.11.2016,6.Mar,3143,2,1,1,0,74,1969,Stonnington,-378.573,1.450.186,Southern Metropolitan,4836
Armadale,12/41 Kooyong Rd,2,u,620000,VB,Marshall,19.11.2016,6.Mar,3143,3,1,1,0,98,1970,Stonnington,-378.596,1.450.198,Southern Metropolitan,4836
Armadale,63 Denbigh Rd,3,h,1900000,S,Marshall,22.05.2016,6.Mar,3143,3,1,2,328,108,1900,Stonnington,-378.559,1.450.158,Southern Metropolitan,4836
Armadale,13/56 Sutherland Rd,1,u,315000,SP,Fletchers,22.08.2016,6.Mar,3143,1,1,1,0,,,Stonnington,-378.575,1.450.174,Southern Metropolitan,4836
Armadale,7/22 Derby St,1,u,450000,PI,hockingstuart,24.09.2016,6.Mar,3143,1,1,1,0,,,Stonnington,-378.509,1.450.203,Southern Metropolitan,4836
Armadale,10/51 Armadale St,2,u,710000,S,Jellis,25.02.2017,6.Mar,3143,2,1,1,2471,80,1970,Stonnington,-378.573,1.450.186,Southern Metropolitan,4836
Armadale,2/377 Dandenong Rd,2,u,872000,S,Jellis,25.02.2017,6.Mar,3143,2,1,1,1194,,1953,Stonnington,-378.604,1.450.147,Southern Metropolitan,4836
Armadale,1/14 Denbigh Rd,2,u,598000,S,hockingstuart,25.02.2017,6.Mar,3143,2,1,1,0,88,1970,Stonnington,-378.593,1.450.156,Southern Metropolitan,4836
Armadale,75 Sutherland Rd,3,h,1285000,S,Marshall,25.02.2017,6.Mar,3143,3,1,2,186,80,1920,Stonnington,-378.554,1.450.173,Southern Metropolitan,4836
Armadale,61 Union St,4,h,3660000,S,Jellis,25.02.2017,6.Mar,3143,4,3,2,421,,,Stonnington,-378.593,1.450.275,Southern Metropolitan,4836
Armadale,1/403 Dandenong Rd,2,u,520000,S,hockingstuart,27.06.2016,6.Mar,3143,1,1,1,0,76,1970,Stonnington,-378.618,1.450.183,Southern Metropolitan,4836
Armadale,44 Denbigh Rd,4,h,3625000,S,Jellis,27.11.2016,6.Mar,3143,4,1,2,709,251,1900,Stonnington,-378.574,145.016,Southern Metropolitan,4836
Armadale,44 Hampden Rd,4,h,4200000,VB,Kay,27.11.2016,6.Mar,3143,4,3,3,563,333,2000,Stonnington,-378.582,1.450.138,Southern Metropolitan,4836
Armadale,3/769 High St,3,t,1101000,S,Jellis,27.11.2016,6.Mar,3143,3,1,2,103,3,2000,Stonnington,-378.542,1.450.135,Southern Metropolitan,4836
Armadale,4 Mercer Rd,3,h,3512500,S,Marshall,27.11.2016,6.Mar,3143,3,2,2,617,285,1998,Stonnington,-378.557,1.450.264,Southern Metropolitan,4836
Armadale,17 Kooyong Rd,4,h,2000000,PI,Marshall,28.05.2016,6.Mar,3143,4,3,4,544,,,Stonnington,-378.611,1.450.195,Southern Metropolitan,4836
Armadale,1/31 Mercer Rd,3,u,869000,S,Jellis,28.05.2016,6.Mar,3143,2,1,1,0,91,1940,Stonnington,-37.853,1.450.264,Southern Metropolitan,4836
Armadale,16 Llaneast St,5,h,2810000,S,Marshall,28.08.2016,6.Mar,3143,5,2,2,617,,,Stonnington,-378.611,1.450.271,Southern Metropolitan,4836
Armadale,2/532 Orrong Rd,2,u,565000,S,Ray,28.08.2016,6.Mar,3143,3,1,1,0,,,Stonnington,-378.573,1.450.112,Southern Metropolitan,4836
Armadale,5/555 Orrong Rd,1,u,567000,S,hockingstuart,28.08.2016,6.Mar,3143,1,1,1,0,53,2013,Stonnington,-378.549,1.450.113,Southern Metropolitan,4836
Armadale,3/50 Denbigh Rd,2,u,546000,SP,hockingstuart,30.07.2016,6.Mar,3143,2,0,0,0,,,Stonnington,-378.568,1.450.161,Southern Metropolitan,4836
Armadale,7/844 Malvern Rd,2,u,471500,S,Ray,30.07.2016,6.Mar,3143,2,1,1,0,,1980,Stonnington,-378.503,1.450.185,Southern Metropolitan,4836
Ascot Vale,2/43 Roxburgh St,2,u,455000,S,Nelson,3.09.2016,5.Eyl,3032,3,1,2,0,,,Moonee Valley,-377.756,1.449.165,Western Metropolitan,6567
Ascot Vale,30 Rothwell St,3,h,940000,S,Nelson,3.12.2016,5.Eyl,3032,3,1,2,298,108,1920,Moonee Valley,-377.777,1.449.195,Western Metropolitan,6567
Ascot Vale,9/5 Rothwell St,2,u,467000,SP,Brad,3.12.2016,5.Eyl,3032,2,1,1,0,62,1980,Moonee Valley,-377.761,1.449.201,Western Metropolitan,6567
Ascot Vale,7 Francis St,3,h,1380000,SP,Nelson,4.03.2017,5.Eyl,3032,3,2,2,277,174,1910,Moonee Valley,-377.777,1.449.221,Western Metropolitan,6567
Ascot Vale,2/21 Harold St,2,u,490000,VB,Jellis,4.03.2017,5.Eyl,3032,2,1,1,423,62,1970,Moonee Valley,-377.736,1.449.015,Western Metropolitan,6567
Ascot Vale,44 The Parade,4,h,1850000,S,Brad,4.03.2017,5.Eyl,3032,4,3,1,478,270,1900,Moonee Valley,-377.729,1.449.179,Western Metropolitan,6567
Ascot Vale,97 Walter St,3,h,1284000,S,Woodards,4.03.2017,5.Eyl,3032,3,1,2,623,,1938,Moonee Valley,-377.758,1.449.089,Western Metropolitan,6567
Ascot Vale,98 Epsom Rd,3,h,971000,SP,Nelson,4.06.2016,5.Eyl,3032,3,2,2,285,128,1900,Moonee Valley,-37.775,1.449.091,Western Metropolitan,6567
Ascot Vale,8 Geddes St,2,h,710000,PI,Nelson,4.06.2016,5.Eyl,3032,2,1,1,214,77,1890,Moonee Valley,-377.776,1.449.142,Western Metropolitan,6567
Ascot Vale,75 Maribyrnong Rd,6,h,2425000,PI,Brad,4.06.2016,5.Eyl,3032,6,3,2,1014,435,1887,Moonee Valley,-377.721,1.449.184,Western Metropolitan,6567
Ascot Vale,119 Roseberry St,2,h,750000,SP,Maddison,4.06.2016,5.Eyl,3032,2,1,1,226,92,1920,Moonee Valley,-377.745,1.449.093,Western Metropolitan,6567
Ascot Vale,10 Fenton St,2,h,1053000,S,Nelson,6.08.2016,5.Eyl,3032,2,1,1,269,109,1900,Moonee Valley,-377.748,144.929,Western Metropolitan,6567
Ascot Vale,10 McCully St,3,h,1377000,S,Nelson,6.08.2016,5.Eyl,3032,3,1,1,417,168,1900,Moonee Valley,-377.756,1.449.208,Western Metropolitan,6567
Ascot Vale,120 Epsom Rd,3,h,970000,S,Brad,7.05.2016,5.Eyl,3032,3,1,2,350,125,1904,Moonee Valley,-377.759,144.91,Western Metropolitan,6567
Ascot Vale,47 Hurtle St,2,h,940000,S,Nelson,7.05.2016,5.Eyl,3032,2,1,1,330,,,Moonee Valley,-37.773,1.449.049,Western Metropolitan,6567
Ascot Vale,63 Kent St,2,h,751000,PI,Nelson,7.05.2016,5.Eyl,3032,2,1,1,118,79,1890,Moonee Valley,-377.807,1.449.288,Western Metropolitan,6567
Ascot Vale,4 The Parade,2,h,950000,SP,Raine,7.05.2016,5.Eyl,3032,2,1,1,173,102,1900,Moonee Valley,-377.731,1.449.206,Western Metropolitan,6567
Ascot Vale,1/17 Epsom Rd,2,u,685000,S,Brad,7.11.2016,5.Eyl,3032,2,1,2,228,90,1995,Moonee Valley,-377.718,1.449.066,Western Metropolitan,6567
Ascot Vale,41 Monash St,3,h,1230000,S,Nelson,8.10.2016,5.Eyl,3032,4,1,2,594,148,1960,Moonee Valley,-377.819,1.449.064,Western Metropolitan,6567
Ascot Vale,2/78 Ormond Rd,2,h,636500,S,Jellis,8.10.2016,5.Eyl,3032,2,1,1,0,,,Moonee Valley,-377.738,1.449.345,Western Metropolitan,6567
Ascot Vale,83 Roseberry St,3,h,910000,S,Raine,8.10.2016,5.Eyl,3032,3,1,0,317,,,Moonee Valley,-377.746,1.449.112,Western Metropolitan,6567
Ascot Vale,51 Francis St,2,h,770000,PI,Nelson,10.09.2016,5.Eyl,3032,2,1,1,226,87,1900,Moonee Valley,-377.774,1.449.186,Western Metropolitan,6567
Ascot Vale,33 Dalgety Dr,3,h,960000,S,Walshe,10.12.2016,5.Eyl,3032,3,2,2,229,,2011,Moonee Valley,-377.778,1.449.065,Western Metropolitan,6567
Ascot Vale,12 Mirams St,4,h,890000,SP,Raine,10.12.2016,5.Eyl,3032,4,1,1,300,185,1890,Moonee Valley,-377.766,1.449.143,Western Metropolitan,6567
Ascot Vale,2 The Parade,2,h,965000,S,Nelson,10.12.2016,5.Eyl,3032,2,1,1,170,,,Moonee Valley,-377.732,1.449.206,Western Metropolitan,6567
Ascot Vale,78 The Parade,3,h,1440000,S,Nelson,11.02.2017,5.Eyl,3032,3,1,1,487,131,1900,Moonee Valley,-377.725,1.449.146,Western Metropolitan,6567
Ascot Vale,11 Ascot St,2,h,955000,S,Woodards,11.03.2017,5.Eyl,3032,2,1,0,255,,,Moonee Valley,-377.825,1.449.208,Western Metropolitan,6567
Ascot Vale,24/54 Epsom Rd,2,u,450000,VB,Nelson,12.11.2016,5.Eyl,3032,2,1,1,0,,2010,Moonee Valley,-377.731,1.449.074,Western Metropolitan,6567
Ascot Vale,2 Farncomb St,3,h,801000,S,Jellis,12.11.2016,5.Eyl,3032,3,1,2,431,,1950,Moonee Valley,-37.781,1.449.207,Western Metropolitan,6567
Ascot Vale,26 Newsom St,3,h,1000000,PI,Brad,12.11.2016,5.Eyl,3032,3,2,2,440,120,1955,Moonee Valley,-377.746,1.449.031,Western Metropolitan,6567
Ascot Vale,8 Pentland St,3,h,1435000,S,Nelson,12.11.2016,5.Eyl,3032,3,2,2,532,147,1950,Moonee Valley,-377.737,144.904,Western Metropolitan,6567
Ascot Vale,8/129 The Parade,1,u,390000,S,Alexkarbon,12.11.2016,5.Eyl,3032,1,1,1,0,58,1972,Moonee Valley,-377.723,1.449.094,Western Metropolitan,6567
